word,frequency,pos,example_sentence
रहते,88.0,VERB,वे हमेशा मुस्कुराते रहते हैं।
आस,88.0,NOUN,उसे बेहतर भविष्य की आस है।
चला,88.0,VERB,वह बाजार के लिए चला गया।
इनके,87.0,PRON,इनके घर में सुंदर बगीचा है।
पत्थर,87.0,NOUN,वह पत्थर फेंक रहा था।
सम्मिलित,87.0,ADJ,वह कार्यक्रम में सम्मिलित हुए।
साहित्य,87.0,NOUN,हिन्दी साहित्य का एक समृद्ध इतिहास है।
विभिन्न,87.0,ADJ,वह विभिन्न भाषाएँ बोल सकता है।
प्रदेश,87.0,NOUN,मध्य प्रदेश भारत का एक बड़ा प्रदेश है।
हमने,86.0,PRON,हमने नया प्रोजेक्ट शुरू किया।
पी,86.0,VERB,उसने चाय पी।
लेते,86.0,VERB,वह हमेशा दूध के साथ चाय लेते हैं।
लीजिए,86.0,VERB,कृपया एक कप चाय लीजिए।
मिल,86.0,VERB,मुझे वहां कई पुराने दोस्त मिल गए।
दुनिया,86.0,NOUN,दुनिया गोल है।
सोच,86.0,NOUN,आपकी सोच बहुत प्रेरणादायक है।
समान,85.0,ADJ,उनके विचार समान हैं।
आते,85.0,VERB,उसके यहां अक्सर मेहमान आते हैं।
आवश्यक,85.0,ADJ,यह जानकारी बहुत आवश्यक है।
लिखने,85.0,VERB,वह अपनी डायरी में लिखने में व्यस्त है।
सूची,85.0,NOUN,उसके पास काम की सूची है।
देखते,84.0,VERB,वे शाम को फिल्म देखते हैं।
संबंधित,84.0,ADJ,इस विषय से संबंधित किताबें बहुत कम हैं।
कह,83.0,VERB,उसने मुझसे कहा कि वह आएगा।
रखते,83.0,VERB,वह हमेशा घर साफ रखते हैं।
प्रेम,83.0,NOUN,उनके बीच गहरा प्रेम है।
तुम्हें,82.0,PRON,तुम्हें क्या चाहिए?
क्षेत्र,82.0,NOUN,यह क्षेत्र खेती के लिए प्रसिद्ध है।
स्वतंत्रता,82.0,NOUN,हमने 15 अगस्त को स्वतंत्रता दिवस मनाया।
निम्नलिखित,82.0,ADJ,कृपया निम्नलिखित निर्देशों का पालन करें।
रहता,81.0,VERB,वह हमेशा शहर में रहता है।
तू,81.0,PRON,तू क्या कर रहा है?
गाय,81.0,NOUN,गाय घास चर रही है।
आर,81.0,NOUN,आर शब्द से कई शब्द बनते हैं।
एस,81.0,NOUN,एस का उच्चारण सही करो।
छोटी,81.0,ADJ,उसने मुझे एक छोटी मदद की।
उसमें,81.0,POSTPOSITION,उसमें दूध डाला गया।
यही,80.0,PRON,यही तुम्हारा निर्णय है।
यक्ष,80.0,NOUN,यक्ष देवताओं के सहायक होते हैं।
ध्वनि,80.0,NOUN,वहां एक हल्की ध्वनि सुनाई दी।
मित्रों,80.0,NOUN,वह अपने मित्रों के साथ खेल रहा है।
जान,80.0,NOUN,उसकी जान खतरे में है।
जाकर,80.0,VERB,वह घर जाकर सो गया।
किए,80.0,VERB,हमने सब काम पूरे किए हैं।
बन,80.0,VERB,वह डॉक्टर बन गया।
विकसित,79.0,ADJ,भारत ने विकसित प्रौद्योगिकी का उपयोग किया।
हंस,79.0,NOUN,तालाब में एक सुंदर हंस तैर रहा था।
